hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
exaone4_5,exaone4_5/modeling_exaone4_5.py,Exaone4_5_PatchEmbed;Exaone4_5_VisionRotaryEmbedding;Exaone4_5_PatchMerger;Exaone4_5_VisionAttention;Exaone4_5_MLP;Exaone4_5_VisionBlock;Exaone4_5_VisionModel;Exaone4_5_Model;Exaone4_5_ForConditionalGeneration;Exaone4_5_ProcessorKwargs;Exaone4_5_Processor,text,decoder-only,composable,Exaone4_5_PatchEmbed->tasks/baseline/L2/vision_patch_embed.py;Exaone4_5_VisionRotaryEmbedding->tasks/baseline/L1/vision_rotary_emb.py;Exaone4_5_PatchMerger->tasks/baseline/L2/vision_patch_merger.py;Exaone4_5_VisionAttention->tasks/baseline/L2/attention.py;Exaone4_5_MLP->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;Exaone4_5_VisionBlock->composes;Exaone4_5_VisionModel->composes;Exaone4_5_Model->composes;Exaone4_5_ForConditionalGeneration->composes;Exaone4_5_ProcessorKwargs->composes;Exaone4_5_Processor->composes,,exaone4_5/modular_exaone4_5.py:92;exaone4_5/modular_exaone4_5.py:96;exaone4_5/modular_exaone4_5.py:100;exaone4_5/modular_exaone4_5.py:104;exaone4_5/modular_exaone4_5.py:185;exaone4_5/modular_exaone4_5.py:189;exaone4_5/modular_exaone4_5.py:205;exaone4_5/modular_exaone4_5.py:228;exaone4_5/modular_exaone4_5.py:306;exaone4_5/modular_exaone4_5.py:479;exaone4_5/modular_exaone4_5.py:489,"Exaone 4.5 — Llama-style decoder; standard primitives. modular_exaone4_5.py exists. [v5 inheritance] Exaone4_5_VisionConfig(Qwen2_5_VLVisionConfig), Exaone4_5_Config(PreTrainedConfig), Exaone4_5_PatchEmbed(Qwen2_5_VisionPatchEmbed), Exaone4_5_VisionRotaryEmbedding(Qwen2_5_VisionRotaryEmbedding), Exaone4_5_PatchMerger(Qwen2_5_VLPatchMerger)"
exaone_moe,exaone_moe/modeling_exaone_moe.py,ExaoneMoeAttention;ExaoneMoeMLP;ExaoneMoeTopkRouter;ExaoneMoeExperts;ExaoneMoeSparseMoEBlock;ExaoneMoeDecoderLayer;ExaoneMoeModel;ExaoneMoeForCausalLM,text,decoder-only,composable,ExaoneMoeAttention->tasks/baseline/L2/attention.py;ExaoneMoeMLP->tasks/baseline/L2/llama_mlp.py;ExaoneMoeTopkRouter->tasks/baseline/L1/sigmoid_topk.py+tasks/baseline/L1/linear.py;ExaoneMoeExperts->tasks/baseline/L1/moe_grouped_gemm.py;ExaoneMoeSparseMoEBlock->tasks/baseline/L2/shared_expert_moe.py;ExaoneMoeDecoderLayer->composes;ExaoneMoeModel->composes;ExaoneMoeForCausalLM->composes,,exaone_moe/modular_exaone_moe.py:123;exaone_moe/modular_exaone_moe.py:127;exaone_moe/modular_exaone_moe.py:131;exaone_moe/modular_exaone_moe.py:139;exaone_moe/modular_exaone_moe.py:145;exaone_moe/modular_exaone_moe.py:155;exaone_moe/modular_exaone_moe.py:186;exaone_moe/modular_exaone_moe.py:190,"Exaone MoE — Llama-style decoder with topk MoE; modular_exaone_moe.py exists. [v5 inheritance] ExaoneMoeConfig(Exaone4Config), ExaoneMoeAttention(Exaone4Attention), ExaoneMoeMLP(Qwen2MoeMLP), ExaoneMoeTopkRouter(DeepseekV3TopkRouter), ExaoneMoeExperts(DeepseekV3NaiveMoe)"
falcon,falcon/modeling_falcon.py,FalconLinear;FalconRotaryEmbedding;FalconAttention;FalconFlashAttention2;FalconMLP;FalconDecoderLayer;FalconModel;FalconForCausalLM;FalconForSequenceClassification;FalconForTokenClassification;FalconForQuestionAnswering,text,decoder-only,composable,FalconLinear->tasks/baseline/L1/linear.py;FalconRotaryEmbedding->tasks/baseline/L1/rotary_emb.py;FalconAttention->tasks/baseline/L2/attention.py;FalconFlashAttention2->composes;FalconMLP->tasks/baseline/L2/llama_mlp.py;FalconDecoderLayer->composes;FalconModel->composes;FalconForCausalLM->composes;FalconForSequenceClassification->composes;FalconForTokenClassification->composes;FalconForQuestionAnswering->composes,,falcon/modeling_falcon.py:60;falcon/modeling_falcon.py:103;falcon/modeling_falcon.py:216;falcon/modeling_falcon.py:430;falcon/modeling_falcon.py:531;falcon/modeling_falcon.py:554;falcon/modeling_falcon.py:671;falcon/modeling_falcon.py:842;falcon/modeling_falcon.py:944;falcon/modeling_falcon.py:1061;falcon/modeling_falcon.py:1149,Falcon decoder-only with rotary attention; ALN-style alibi optional. ALL_ATTENTION_FUNCTIONS dispatcher. [v5 inheritance] FalconLinear(Linear)
falcon_h1,falcon_h1/modeling_falcon_h1.py,FalconH1RotaryEmbedding;FalconH1Attention;FalconH1RMSNormGated;FalconH1Mixer;FalconH1MLP;FalconH1RMSNorm;FalconH1DecoderLayer;FalconH1Model;FalconH1ForCausalLM,text,hybrid,composable,FalconH1RotaryEmbedding->tasks/baseline/L1/rotary_emb.py;FalconH1Attention->tasks/baseline/L2/attention.py;FalconH1RMSNormGated->composes;FalconH1Mixer->tasks/baseline/L2/mamba_mixer.py;FalconH1MLP->tasks/baseline/L2/llama_mlp.py;FalconH1RMSNorm->tasks/baseline/L1/rms_norm.py;FalconH1DecoderLayer->composes;FalconH1Model->composes;FalconH1ForCausalLM->composes,,falcon_h1/modular_falcon_h1.py:63;falcon_h1/modular_falcon_h1.py:67;falcon_h1/modular_falcon_h1.py:113;falcon_h1/modular_falcon_h1.py:151;falcon_h1/modular_falcon_h1.py:664;falcon_h1/modular_falcon_h1.py:675;falcon_h1/modular_falcon_h1.py:679;falcon_h1/modular_falcon_h1.py:829;falcon_h1/modular_falcon_h1.py:929,"Hybrid Mamba-2 + attention model; uses vLLM mamba_chunk_scan_combined and causal_conv1d (covered by kb-nano L2 mamba2_mixer.py via vLLM imports). Standard attention primitives otherwise. [v5 inheritance] FalconH1RotaryEmbedding(LlamaRotaryEmbedding), FalconH1Attention(LlamaAttention), FalconH1RMSNormGated(MambaRMSNormGated), FalconH1MLP(LlamaMLP), FalconH1RMSNorm(LlamaRMSNorm)"
falcon_mamba,falcon_mamba/modeling_falcon_mamba.py,FalconMambaMixer;FalconMambaRMSNorm;FalconMambaBlock;FalconMambaModel;FalconMambaForCausalLM,text,SSM,composable,FalconMambaMixer->tasks/baseline/L2/mamba_mixer.py;FalconMambaRMSNorm->tasks/baseline/L1/rms_norm.py;FalconMambaBlock->composes;FalconMambaModel->composes;FalconMambaForCausalLM->composes,,falcon_mamba/modular_falcon_mamba.py:128;falcon_mamba/modular_falcon_mamba.py:424;falcon_mamba/modular_falcon_mamba.py:431;falcon_mamba/modular_falcon_mamba.py:448;falcon_mamba/modular_falcon_mamba.py:466,"Falcon Mamba — Mamba-1 architecture; uses vLLM selective_scan_fn and causal_conv1d (covered by kb-nano L2 mamba_mixer.py). [v5 inheritance] FalconMambaConfig(MambaConfig), FalconMambaMixer(MambaMixer), FalconMambaRMSNorm(MambaRMSNorm), FalconMambaBlock(MambaBlock), FalconMambaPreTrainedModel(MambaPreTrainedModel)"
fast_vlm,fast_vlm/modeling_fast_vlm.py,FastVlmMultiModalProjector;FastVlmModel;FastVlmForConditionalGeneration,multimodal,other,composable,FastVlmMultiModalProjector->composes;FastVlmModel->composes;FastVlmForConditionalGeneration->composes,,fast_vlm/modular_fast_vlm.py:116;fast_vlm/modular_fast_vlm.py:138;fast_vlm/modular_fast_vlm.py:240,"FastVLM — thin wrapper. Vision tower + text decoder are AutoModel instances; only adds a 2-layer MLP projector. modular_fast_vlm.py exists. [v5 inheritance] FastVlmConfig(LlavaConfig), FastVlmMultiModalProjector(LlavaMultiModalProjector), FastVlmPreTrainedModel(LlavaPreTrainedModel), FastVlmModelOutputWithPast(LlavaModelOutputWithPast), FastVlmModel(LlavaModel)"
fastspeech2_conformer,fastspeech2_conformer/modeling_fastspeech2_conformer.py,FastSpeech2ConformerDurationPredictor;FastSpeech2ConformerBatchNormConvLayer;FastSpeech2ConformerSpeechDecoderPostnet;FastSpeech2ConformerPredictorLayer;FastSpeech2ConformerVariancePredictor;FastSpeech2ConformerVarianceEmbedding;FastSpeech2ConformerAttention;FastSpeech2ConformerConvolutionModule;FastSpeech2ConformerEncoderLayer;FastSpeech2ConformerMultiLayeredConv1d;FastSpeech2ConformerRelPositionalEncoding;FastSpeech2ConformerEncoder;FastSpeech2ConformerLoss;FastSpeech2ConformerModel;HifiGanResidualBlock,audio,other,composable,FastSpeech2ConformerDurationPredictor->composes;FastSpeech2ConformerBatchNormConvLayer->tasks/baseline/L1/batch_norm2d.py;FastSpeech2ConformerSpeechDecoderPostnet->composes;FastSpeech2ConformerPredictorLayer->composes;FastSpeech2ConformerVariancePredictor->composes;FastSpeech2ConformerVarianceEmbedding->tasks/baseline/L1/embedding.py;FastSpeech2ConformerAttention->tasks/baseline/L2/attention.py;FastSpeech2ConformerConvolutionModule->composes;FastSpeech2ConformerEncoderLayer->composes;FastSpeech2ConformerMultiLayeredConv1d->tasks/baseline/L1/conv1d.py;FastSpeech2ConformerRelPositionalEncoding->composes;FastSpeech2ConformerEncoder->composes;FastSpeech2ConformerLoss->composes;FastSpeech2ConformerModel->composes;HifiGanResidualBlock->composes,,fastspeech2_conformer/modeling_fastspeech2_conformer.py:137;fastspeech2_conformer/modeling_fastspeech2_conformer.py:197;fastspeech2_conformer/modeling_fastspeech2_conformer.py:237;fastspeech2_conformer/modeling_fastspeech2_conformer.py:255;fastspeech2_conformer/modeling_fastspeech2_conformer.py:283;fastspeech2_conformer/modeling_fastspeech2_conformer.py:336;fastspeech2_conformer/modeling_fastspeech2_conformer.py:362;fastspeech2_conformer/modeling_fastspeech2_conformer.py:474;fastspeech2_conformer/modeling_fastspeech2_conformer.py:546;fastspeech2_conformer/modeling_fastspeech2_conformer.py:663;fastspeech2_conformer/modeling_fastspeech2_conformer.py:709;fastspeech2_conformer/modeling_fastspeech2_conformer.py:780;fastspeech2_conformer/modeling_fastspeech2_conformer.py:880;fastspeech2_conformer/modeling_fastspeech2_conformer.py:1037;fastspeech2_conformer/modeling_fastspeech2_conformer.py:1308,"Conformer TTS + HiFi-GAN vocoder. nn.ConvTranspose1d (line 1395 in HiFi-GAN) and nn.BatchNorm1d (lines 219, 504) — both F.leaky_relu (lines 1362-1364) is a torch builtin (passthrough). [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['batch_norm_1d', 'conv_transpose1d'] [v5 inheritance] FastSpeech2ConformerWithHifiGanOutput(FastSpeech2ConformerModelOutput), FastSpeech2ConformerModel(FastSpeech2ConformerPreTrainedModel)"
flaubert,flaubert/modeling_flaubert.py,MultiHeadAttention;TransformerFFN;FlaubertPredLayer;FlaubertPoolerStartLogits;FlaubertPoolerEndLogits;FlaubertPoolerAnswerClass;FlaubertSQuADHead;FlaubertSequenceSummary;FlaubertModel;FlaubertWithLMHeadModel;FlaubertForSequenceClassification;FlaubertForTokenClassification;FlaubertForQuestionAnsweringSimple;FlaubertForQuestionAnswering;FlaubertForMultipleChoice,text,encoder,composable,MultiHeadAttention->tasks/baseline/L2/encoder_attention.py;TransformerFFN->tasks/baseline/L2/encoder_mlp.py;FlaubertPredLayer->composes;FlaubertPoolerStartLogits->composes;FlaubertPoolerEndLogits->composes;FlaubertPoolerAnswerClass->composes;FlaubertSQuADHead->composes;FlaubertSequenceSummary->composes;FlaubertModel->composes;FlaubertWithLMHeadModel->composes;FlaubertForSequenceClassification->composes;FlaubertForTokenClassification->composes;FlaubertForQuestionAnsweringSimple->composes;FlaubertForQuestionAnswering->composes;FlaubertForMultipleChoice->composes,,flaubert/modeling_flaubert.py:83;flaubert/modeling_flaubert.py:164;flaubert/modeling_flaubert.py:191;flaubert/modeling_flaubert.py:267;flaubert/modeling_flaubert.py:304;flaubert/modeling_flaubert.py:374;flaubert/modeling_flaubert.py:440;flaubert/modeling_flaubert.py:553;flaubert/modeling_flaubert.py:699;flaubert/modeling_flaubert.py:951;flaubert/modeling_flaubert.py:1060;flaubert/modeling_flaubert.py:1166;flaubert/modeling_flaubert.py:1259;flaubert/modeling_flaubert.py:1394;flaubert/modeling_flaubert.py:1513,XLM-style French encoder/decoder. einsum is a torch builtin. EncoderDecoderCache composable from 2x KV cache per pilot.
flava,flava/modeling_flava.py,FlavaImageEmbeddings;PatchEmbeddings;FlavaTextEmbeddings;FlavaSelfAttention;FlavaAttention;FlavaIntermediate;FlavaLayer;FlavaEncoder;FlavaPooler;FlavaImageModel;FlavaTextModel;FlavaMultimodalModel;FlavaModel;FlavaImageCodebookResPath;FlavaImageCodebookBlock;FlavaImageCodebookLayerGroup;FlavaImageCodebook;FlavaPredictionHeadTransform;FlavaMaskedPredictionHead;FlavaITMHead;FlavaGlobalContrastiveHead;FlavaForPreTraining,multimodal,other,composable,FlavaImageEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;PatchEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;FlavaTextEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;FlavaSelfAttention->tasks/baseline/L2/encoder_attention.py;FlavaAttention->composes;FlavaIntermediate->tasks/baseline/L2/encoder_mlp.py;FlavaLayer->composes;FlavaEncoder->composes;FlavaPooler->composes;FlavaImageModel->composes;FlavaTextModel->composes;FlavaMultimodalModel->composes;FlavaModel->composes;FlavaImageCodebookResPath->composes;FlavaImageCodebookBlock->composes;FlavaImageCodebookLayerGroup->composes;FlavaImageCodebook->composes;FlavaPredictionHeadTransform->composes;FlavaMaskedPredictionHead->composes;FlavaITMHead->composes;FlavaGlobalContrastiveHead->composes;FlavaForPreTraining->composes,,flava/modeling_flava.py:233;flava/modeling_flava.py:333;flava/modeling_flava.py:369;flava/modeling_flava.py:423;flava/modeling_flava.py:498;flava/modeling_flava.py:520;flava/modeling_flava.py:553;flava/modeling_flava.py:597;flava/modeling_flava.py:636;flava/modeling_flava.py:680;flava/modeling_flava.py:762;flava/modeling_flava.py:862;flava/modeling_flava.py:944;flava/modeling_flava.py:1233;flava/modeling_flava.py:1254;flava/modeling_flava.py:1271;flava/modeling_flava.py:1298;flava/modeling_flava.py:1420;flava/modeling_flava.py:1437;flava/modeling_flava.py:1453;flava/modeling_flava.py:1466;flava/modeling_flava.py:1511,FLAVA multimodal model with image codebook (DALLE-style). Standard ViT + BERT primitives + Conv2d codebook.
flex_olmo,flex_olmo/modeling_flex_olmo.py,FlexOlmoRMSNorm;FlexOlmoRotaryEmbedding;FlexOlmoMLP;FlexOlmoAttention;FlexOlmoTopKRouter;FlexOlmoSparseMoeBlock;FlexOlmoDecoderLayer;FlexOlmoModel;FlexOlmoForCausalLM,text,decoder-only,composable,FlexOlmoRMSNorm->tasks/baseline/L1/rms_norm.py;FlexOlmoRotaryEmbedding->tasks/baseline/L1/rotary_emb.py;FlexOlmoMLP->tasks/baseline/L2/llama_mlp.py;FlexOlmoAttention->tasks/baseline/L2/attention.py;FlexOlmoTopKRouter->tasks/baseline/L1/sigmoid_topk.py+tasks/baseline/L1/linear.py;FlexOlmoSparseMoeBlock->tasks/baseline/L2/shared_expert_moe.py;FlexOlmoDecoderLayer->composes;FlexOlmoModel->composes;FlexOlmoForCausalLM->composes,,flex_olmo/modular_flex_olmo.py:108;flex_olmo/modular_flex_olmo.py:114;flex_olmo/modular_flex_olmo.py:118;flex_olmo/modular_flex_olmo.py:124;flex_olmo/modular_flex_olmo.py:128;flex_olmo/modular_flex_olmo.py:132;flex_olmo/modular_flex_olmo.py:138;flex_olmo/modular_flex_olmo.py:191;flex_olmo/modular_flex_olmo.py:251,"FlexOLMo — Llama-MoE-style. _supports_flash_attn/_supports_sdpa/_supports_flex_attn all True (line 415-417); kb-nano sdpa+flash backends suffice. modular_flex_olmo.py exists. [v5 inheritance] FlexOlmoConfig(PreTrainedConfig), FlexOlmoRMSNorm(Olmo2RMSNorm), FlexOlmoRotaryEmbedding(Olmo2RotaryEmbedding), FlexOlmoMLP(OlmoeMLP), FlexOlmoAttention(Olmo2Attention)"
florence2,florence2/modeling_florence2.py,Florence2ProcessorKwargs;Florence2PostProcessor;Florence2VisionDropPath;Florence2VisionLearnedAbsolutePositionEmbedding2D;Florence2VisionPositionalEmbeddingCosine1D;Florence2VisionMLP;Florence2VisionConvEmbed;Florence2VisionChannelAttention;Florence2VisionChannelBlock;Florence2VisionWindowAttention;Florence2VisionSpatialBlock;Florence2VisionBlock;Florence2VisionBackbone;Florence2MultiModalProjector;Florence2Model;Florence2ForConditionalGeneration,multimodal,encoder-decoder,composable,Florence2ProcessorKwargs->composes;Florence2PostProcessor->composes;Florence2VisionDropPath->composes;Florence2VisionLearnedAbsolutePositionEmbedding2D->composes;Florence2VisionPositionalEmbeddingCosine1D->composes;Florence2VisionMLP->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;Florence2VisionConvEmbed->composes;Florence2VisionChannelAttention->tasks/baseline/L2/attention.py;Florence2VisionChannelBlock->composes;Florence2VisionWindowAttention->tasks/baseline/L2/attention.py;Florence2VisionSpatialBlock->composes;Florence2VisionBlock->composes;Florence2VisionBackbone->composes;Florence2MultiModalProjector->composes;Florence2Model->composes;Florence2ForConditionalGeneration->composes,,florence2/modular_florence2.py:160;florence2/modular_florence2.py:463;florence2/modular_florence2.py:882;florence2/modular_florence2.py:886;florence2/modular_florence2.py:911;florence2/modular_florence2.py:946;florence2/modular_florence2.py:954;florence2/modular_florence2.py:994;florence2/modular_florence2.py:1033;florence2/modular_florence2.py:1095;florence2/modular_florence2.py:1172;florence2/modular_florence2.py:1232;florence2/modular_florence2.py:1275;florence2/modular_florence2.py:1339;florence2/modular_florence2.py:1427;florence2/modular_florence2.py:1525,"Florence-2 multimodal seq2seq (DaViT-style vision tower + BART-like decoder). Standard primitives. [v5 inheritance] Florence2VisionConfig(PreTrainedConfig), Florence2Config(PreTrainedConfig), Florence2ProcessorKwargs(LlavaProcessorKwargs), Florence2VisionDropPath(BeitDropPath), Florence2VisionMLP(Llama4VisionMLP)"
fnet,fnet/modeling_fnet.py,FNetEmbeddings;FNetBasicFourierTransform;FNetFourierTransform;FNetIntermediate;FNetLayer;FNetEncoder;FNetPooler;FNetPredictionHeadTransform;FNetLMPredictionHead;FNetOnlyMLMHead;FNetOnlyNSPHead;FNetPreTrainingHeads;FNetModel;FNetForPreTraining;FNetForMaskedLM;FNetForNextSentencePrediction;FNetForSequenceClassification;FNetForMultipleChoice;FNetForTokenClassification;FNetForQuestionAnswering,text,encoder,composable,FNetEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;FNetBasicFourierTransform->composes;FNetFourierTransform->composes;FNetIntermediate->tasks/baseline/L2/encoder_mlp.py;FNetLayer->composes;FNetEncoder->composes;FNetPooler->composes;FNetPredictionHeadTransform->composes;FNetLMPredictionHead->composes;FNetOnlyMLMHead->composes;FNetOnlyNSPHead->composes;FNetPreTrainingHeads->composes;FNetModel->composes;FNetForPreTraining->composes;FNetForMaskedLM->composes;FNetForNextSentencePrediction->composes;FNetForSequenceClassification->composes;FNetForMultipleChoice->composes;FNetForTokenClassification->composes;FNetForQuestionAnswering->composes,,fnet/modeling_fnet.py:83;fnet/modeling_fnet.py:142;fnet/modeling_fnet.py:190;fnet/modeling_fnet.py:204;fnet/modeling_fnet.py:234;fnet/modeling_fnet.py:261;fnet/modeling_fnet.py:289;fnet/modeling_fnet.py:305;fnet/modeling_fnet.py:322;fnet/modeling_fnet.py:335;fnet/modeling_fnet.py:346;fnet/modeling_fnet.py:357;fnet/modeling_fnet.py:407;fnet/modeling_fnet.py:515;fnet/modeling_fnet.py:609;fnet/modeling_fnet.py:680;fnet/modeling_fnet.py:763;fnet/modeling_fnet.py:838;fnet/modeling_fnet.py:931;fnet/modeling_fnet.py:990,"FNet — Fourier-mixing transformer (no attention). Fourier mixing uses torch.fft (passthrough) and einsum (passthrough). All ops covered. [v5 inheritance] FNetModel(FNetPreTrainedModel), FNetForPreTraining(FNetPreTrainedModel), FNetForMaskedLM(FNetPreTrainedModel), FNetForNextSentencePrediction(FNetPreTrainedModel), FNetForSequenceClassification(FNetPreTrainedModel)"
focalnet,focalnet/modeling_focalnet.py,FocalNetEmbeddings;FocalNetPatchEmbeddings;FocalNetDropPath;FocalNetModulation;FocalNetMlp;FocalNetLayer;FocalNetStage;FocalNetEncoder;FocalNetModel;FocalNetForMaskedImageModeling;FocalNetForImageClassification;FocalNetBackbone,vision,vision-encoder,composable,FocalNetEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;FocalNetPatchEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;FocalNetDropPath->composes;FocalNetModulation->composes;FocalNetMlp->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;FocalNetLayer->composes;FocalNetStage->composes;FocalNetEncoder->composes;FocalNetModel->composes;FocalNetForMaskedImageModeling->composes;FocalNetForImageClassification->composes;FocalNetBackbone->composes,,focalnet/modeling_focalnet.py:134;focalnet/modeling_focalnet.py:174;focalnet/modeling_focalnet.py:262;focalnet/modeling_focalnet.py:276;focalnet/modeling_focalnet.py:347;focalnet/modeling_focalnet.py:366;focalnet/modeling_focalnet.py:435;focalnet/modeling_focalnet.py:501;focalnet/modeling_focalnet.py:598;focalnet/modeling_focalnet.py:688;focalnet/modeling_focalnet.py:795;focalnet/modeling_focalnet.py:859,"FocalNet — focal modulation vision encoder. Pooler uses nn.AdaptiveAvgPool1d (line 615) — partial per kb-nano convention. Otherwise composable. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['adaptive_avg_pool_1d'] [v5 inheritance] FocalNetModel(FocalNetPreTrainedModel), FocalNetForMaskedImageModeling(FocalNetPreTrainedModel), FocalNetForImageClassification(FocalNetPreTrainedModel), FocalNetBackbone(FocalNetPreTrainedModel)"
fsmt,fsmt/modeling_fsmt.py,EncoderLayer;FSMTEncoder;DecoderLayer;FSMTDecoder;Attention;FSMTModel;FSMTForConditionalGeneration;SinusoidalPositionalEmbedding,text,encoder-decoder,composable,EncoderLayer->composes;FSMTEncoder->composes;DecoderLayer->composes;FSMTDecoder->composes;Attention->tasks/baseline/L2/attention.py;FSMTModel->composes;FSMTForConditionalGeneration->composes;SinusoidalPositionalEmbedding->composes,,fsmt/modeling_fsmt.py:286;fsmt/modeling_fsmt.py:332;fsmt/modeling_fsmt.py:439;fsmt/modeling_fsmt.py:522;fsmt/modeling_fsmt.py:673;fsmt/modeling_fsmt.py:811;fsmt/modeling_fsmt.py:947;fsmt/modeling_fsmt.py:1064,"FSMT — BART-like translation model. EncoderDecoderCache composable from 2x KV cache per pilot. ALL_ATTENTION_FUNCTIONS dispatcher. [v5 inheritance] FSMTModel(PretrainedFSMTModel), FSMTForConditionalGeneration(PretrainedFSMTModel), SinusoidalPositionalEmbedding(Embedding)"
funnel,funnel/modeling_funnel.py,FunnelEmbeddings;FunnelAttentionStructure;FunnelRelMultiheadAttention;FunnelPositionwiseFFN;FunnelLayer;FunnelEncoder;FunnelDecoder;FunnelDiscriminatorPredictions;FunnelClassificationHead;FunnelBaseModel;FunnelModel;FunnelForPreTraining;FunnelForMaskedLM;FunnelForSequenceClassification;FunnelForMultipleChoice;FunnelForTokenClassification;FunnelForQuestionAnswering,text,encoder,composable,FunnelEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;FunnelAttentionStructure->composes;FunnelRelMultiheadAttention->tasks/baseline/L2/attention.py;FunnelPositionwiseFFN->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;FunnelLayer->composes;FunnelEncoder->composes;FunnelDecoder->composes;FunnelDiscriminatorPredictions->composes;FunnelClassificationHead->composes;FunnelBaseModel->composes;FunnelModel->composes;FunnelForPreTraining->composes;FunnelForMaskedLM->composes;FunnelForSequenceClassification->composes;FunnelForMultipleChoice->composes;FunnelForTokenClassification->composes;FunnelForQuestionAnswering->composes,,funnel/modeling_funnel.py:44;funnel/modeling_funnel.py:61;funnel/modeling_funnel.py:337;funnel/modeling_funnel.py:481;funnel/modeling_funnel.py:500;funnel/modeling_funnel.py:519;funnel/modeling_funnel.py:604;funnel/modeling_funnel.py:653;funnel/modeling_funnel.py:700;funnel/modeling_funnel.py:740;funnel/modeling_funnel.py:807;funnel/modeling_funnel.py:906;funnel/modeling_funnel.py:987;funnel/modeling_funnel.py:1062;funnel/modeling_funnel.py:1144;funnel/modeling_funnel.py:1217;funnel/modeling_funnel.py:1280,"Funnel encoder uses F.avg_pool2d / F.max_pool2d (lines 271, 273) on sequence-shape tensors — both L1 covered. einsum is torch builtin."
